data,autor,texto_original,respostas_coletadas,likes,reposts,uri,termo_busca,categoria_autor
2025-12-31 22:14:38.143000+00:00,usuario_anonimo_3422,"Se minha tia estiver certa e eu estiver com dengue,mano só dia 2
Não vou naquele pronto atendimento nem que me paguem ,nem hoje nem amanhã",,1,0,at://did:plc:homau5nssbq5ywqfopqqbefz/app.bsky.feed.post/3mbcvap2vhs2n,dengue,Comum
2025-12-31 21:50:30.267000+00:00,usuario_anonimo_300,"eu lembro quando começou 2024 vi um tweet que era ""que 2024 transmita a paz de 2014"" com algum video nostalgico, o primeiro acontecimento do ano foi uma nova epidemia de dengue, igual 2014",,0,0,at://did:plc:d2rotqbwa2637wsl74gcasse/app.bsky.feed.post/3mbctvkb36k25,dengue,Comum
2025-12-31 18:00:12.689000+00:00,usuario_anonimo_307,- ainda tive dengue no meu aniversário,,0,0,at://did:plc:irlxkzrrkumblgunnhlmvkmw/app.bsky.feed.post/3mbcgzqs2o223,dengue,Comum
2025-12-31 15:15:26+00:00,usuario_anonimo_3511,"Santos estabelece novo comitê para agir de forma integrada contra a dengue

https://www.europesays.com/pt/209305/

array(1) { [“tipo”]=> int(27) } O ano de 2026 promete novos avanços no combate à dengue em Santos…",,0,0,at://did:plc:lxpmp26fxtdcr4fxvhycenoh/app.bsky.feed.post/3mbc5t5vzls2v,dengue,Comum
2025-12-31 12:59:37.371000+00:00,usuario_anonimo_4440,"o ano que elas debutaram, em fevereiro eu estava com dengue aaaaaaa, momentos open.spotify.com/intl-pt/trac...",,1,0,at://did:plc:amadhku4fsatp3cuwrtbguj4/app.bsky.feed.post/3mbbwaaxtgk2i,dengue,Comum
2025-12-31 06:45:10+00:00,usuario_anonimo_3511,"Com 792 casos confirmados de dengue em 2025, Secretaria de Saúde reforça alerta em Adamantina

https://www.europesays.com/pt/208905/

Adamantina registrou, ao longo de 2025, um total de 2.039 notificações de casos suspeitos de dengue, das quais…",,0,0,at://did:plc:lxpmp26fxtdcr4fxvhycenoh/app.bsky.feed.post/3mbbbcqpnwa2g,dengue,Comum
2025-12-31 05:00:24+00:00,usuario_anonimo_3511,"Casos de dengue caem quase 90%, mas cuidados contra o mosquito devem ser mantidos – CBN Londrina

https://www.europesays.com/pt/208861/

O ano de 2025 registrou uma queda de quase 90% nos casos de dengue no Paraná, com o…",,0,0,at://did:plc:lxpmp26fxtdcr4fxvhycenoh/app.bsky.feed.post/3mbb3hfqam62j,dengue,Comum
2025-12-31 04:19:53.915000+00:00,usuario_anonimo_712,"▶️ Mato Grosso do Sul entra em alerta para possível epidemia de dengue em 2026
“Nossa maior preocupação é o sorotipo 3”, alerta infectologista

#UltimasNoticias #CapitalNews

www.capitalnews.com.br/cotidiano/sa...",,0,0,at://did:plc:kmy3mkgugqzte2csn7n7n5sk/app.bsky.feed.post/3mbaz6w4bok2n,dengue,Comum
2025-12-30 16:15:04+00:00,usuario_anonimo_3511,"Goiânia diminui quase 50% nos registros de dengue em 2025

https://www.europesays.com/pt/208134/

A Secretaria Municipal de Saúde (SMS) realizou mais de 2,3 milhões de visitas domiciliares em Goiânia no combate…",,0,0,at://did:plc:lxpmp26fxtdcr4fxvhycenoh/app.bsky.feed.post/3mb7qovgvrx2h,dengue,Comum
2025-12-30 12:47:27.790000+00:00,usuario_anonimo_68,"Estou c o corpo tão ruim. Se eu tiver pego dengue, os deuses e eu vamos ter uma conversa muito séria.",[ju-liana.bsky.social]: Melhoras,0,0,at://did:plc:ylz3ks3vqajiayitga32ekiw/app.bsky.feed.post/3mb7f3lq6uk2f,dengue,Comum
2025-12-30 10:09:02.788000+00:00,usuario_anonimo_994,"É o quadro que a DIREITA gostaria de ver no Brasil: ""PRIVATIZA O SUS!"", """"LULA É GASTADOR!"" E o governo LULA inaugurando FÁBRICA DE INSULINA, lançando VACINA CONTRA DENGUE, BRONQUIOLITE, TRATANDO DOS DENTES DO POVO, AMPLIANDO O MAIS ESPECIALISTAS E A FARMÁCIA POPULAR:  FORTALECENDO O SUS! 🚩🚩🚩❤️🥰😍👍",,2,0,at://did:plc:yygjucnozdx55wtjlybnnhaf/app.bsky.feed.post/3mb74ad2pac2y,dengue,Comum
2025-12-30 09:15:29+00:00,usuario_anonimo_3511,"Boletim da Saúde indica 16 bairros com alto risco de transmissão de dengue em Campinas

https://www.europesays.com/pt/207566/

Novo boletim da Secretaria de Saúde de Campinas, publicado nesta segunda-feira, 29, indica 16 bairros com alto risco…",,0,0,at://did:plc:lxpmp26fxtdcr4fxvhycenoh/app.bsky.feed.post/3mb6zamla6r2r,dengue,Comum
2025-12-30 02:00:22+00:00,usuario_anonimo_3511,"carro fumacê passará por Rio Quartel, Baixo Quartel, Olaria, Araçá, Conceição e Colina – Prefeitura Municipal de Linhares

https://www.europesays.com/pt/207284/

O mosquito transmissor da dengue é o Aedes aegypti, que também transmite zika e chikungunya. A secretaria municipal…",,0,0,at://did:plc:lxpmp26fxtdcr4fxvhycenoh/app.bsky.feed.post/3mb6awkorlj2v,dengue,Comum
2025-12-29 22:41:28.444000+00:00,usuario_anonimo_2163,"Pode ser o monte de pernilongos que não transmitem doenças para dificultar a transmissão dos que transmitem dengue, zica etc… louvável, mas… coça pra caramba! 😫😫😫",[artistasiqueira.bsky.social]: Provavelmente são as mosquitas de laboratório. Mas acho essa justificativa de dificultar a transmissão muito ruim. Parece mais que somos um laboratório de outros países | [cibelebastos.bsky.social]: Pois é. Estou cheia de caroços... Coça muito mesmo!,1,0,at://did:plc:6yqvngz2npwkexcbea4qpchk/app.bsky.feed.post/3mb5vsttr522p,dengue,Comum
2025-12-29 20:03:02.741000+00:00,usuario_anonimo_3750,a foto da 💜dengue💜 ficou na exata estética do meu tumblr em 2013/14,"[roupadearlequim.bsky.social]: juro só errei as datas seria final de 2012 (quando parei de ter blog apenas preto e branco) até meados de 2013

2014 eu já performava menos depressão lá porém ainda tinha um pouco dessa vibe",1,0,at://did:plc:qlyu2l6wmzquygdekzbfsv4b/app.bsky.feed.post/3mb5mxkip322x,dengue,Comum
2025-12-29 20:01:06.989000+00:00,usuario_anonimo_4496,#Music #Nature ('-'*) Dengue,,2,0,at://did:plc:emupl7w4jp5nngoc5cfjnt3x/app.bsky.feed.post/3mb5mu44gts2f,dengue,Comum
2025-12-29 19:58:19.031000+00:00,usuario_anonimo_3750,ontem passei por um lugar chamado amo vacinas. olha que lindo.,[roupadearlequim.bsky.social]: a foto da 💜dengue💜 ficou na exata estética do meu tumblr em 2013/14,8,0,at://did:plc:qlyu2l6wmzquygdekzbfsv4b/app.bsky.feed.post/3mb5mp3xht22x,dengue,Comum
2025-12-29 18:04:42.469000+00:00,usuario_anonimo_3838,"chegou o fiscal da dengue aqui em casa e meu pai me puxou do outro lado da casa pra jogar diante do cara e falar ""inseto é com esse aqui!!""",[bodia.bsky.social]: jdijsadijsaiodjiasdjisjdisd ri de sair arzinho | [daysejeronimo.bsky.social]: Hahahahahahaha que fofo!🥰 | [wa-puro.bsky.social]: Ahhahahahahahhaahhaha!,16,0,at://did:plc:4hddgdsagrqbqgnnzejnsfqs/app.bsky.feed.post/3mb5gdx5lp22p,dengue,Comum
2025-12-29 11:30:29+00:00,usuario_anonimo_3511,"Dengue recua no Grande ABC mas média mensal ainda preo… ABC do ABC

https://www.europesays.com/pt/206097/

O combate à dengue no Grande ABC apresenta resultados estatísticos expressivos, mas o cenário epidemiológico ainda exige cautela…",,0,0,at://did:plc:lxpmp26fxtdcr4fxvhycenoh/app.bsky.feed.post/3mb4qd2qnue2i,dengue,Comum
2025-12-29 10:59:30.123000+00:00,usuario_anonimo_2378,"Mas pelo menos servi de isca para matar 3. Se os casos de dengue forem menores esse ano aqui, ja saberemos quem é o guerreiro.",,1,0,at://did:plc:54b3m2obc3ozlzmoif2b6i4g/app.bsky.feed.post/3mb4olmombs2z,dengue,Comum
2025-12-29 10:57:09+00:00,usuario_anonimo_2279,"Estou há mais de uma semana sem pisar na academia 😁
Última vez que passei tanto tempo sem ir estava com dengue",[xixtoranger.bsky.social]: Eu ja estava dois meses indo certinho 3x na semana mas agora na semana do natal e essa do ano novo não fui 🥲 ano que vem retornamos,1,0,at://did:plc:7uxyoibvkd2ca2yhbag6bazj/app.bsky.feed.post/3mb4ohg3tus2h,dengue,Comum
2025-12-29 10:27:51.362000+00:00,usuario_anonimo_953,"📰Com a chegada do verão, atenção ao mosquito da dengue deve ser redobrada

Com calor intenso e chuvas frequentes, ciclo do mosquito se acelera, casos aumentam e especialistas reforçam a importância da prevenção
www.correiobraziliense.com.br/cidades-df/2...",,4,0,at://did:plc:hl5qwbghniwqup3j6r7xwekz/app.bsky.feed.post/3mb4mszuyjc2w,dengue,Comum
2025-12-29 02:36:24.310000+00:00,usuario_anonimo_2340,"eu entro em academia pra ver dengue eu fico mal com o ambiente, imagina ir de propósito várias vezes por semana",,1,0,at://did:plc:l5fiqiqxk47zpcfshggz3sas/app.bsky.feed.post/3mb3shzaocc2f,dengue,Comum
2025-12-29 00:33:26.360000+00:00,usuario_anonimo_1624,Vamos encher um monte de potinho de água e colocar no quintal para tentar acabar com a dengue.,,1,0,at://did:plc:x7blwlcos5bdi4dcaobb7kkq/app.bsky.feed.post/3mb3lm53jy223,dengue,Comum
2025-12-28 22:18:50.864000+00:00,usuario_anonimo_942,"🟡BRASIL

Instituto Butantan entrega primeiras doses da vacina contra a dengue ao Ministério da Saúde.

g1.globo.com/sp/sao-paulo...",,12,2,at://did:plc:4ayqfmlyr4pqvrgh5q4exauu/app.bsky.feed.post/3mb3e3hoxg225,dengue,Comum
2025-12-28 21:52:54.281000+00:00,usuario_anonimo_3160,"Sensação de dengue, mas foi só uma viagem (bastante confortável) de ônibus",,12,0,at://did:plc:yplrezthyimsgdgki6tqc3ed/app.bsky.feed.post/3mb3cn37stc2c,dengue,Comum
2025-12-28 19:09:44.199000+00:00,usuario_anonimo_2101,"Brasil amplia vacinação infantil com foco em escolas e novas doses

Estratégia em colégios e inclusão de imunizantes contra bronquiolite e dengue no SUS impulsionam índices de proteção em 2025

jornalggn.com.br/saude/brasil...",,5,1,at://did:plc:heh5ldjt5hwhwqyg7cfknwo3/app.bsky.feed.post/3mb2zjco6vk2o,dengue,Comum
2025-12-28 19:09:13.105000+00:00,usuario_anonimo_2562,"Brasil amplia vacinação infantil com foco em escolas e novas doses

Estratégia em colégios e inclusão de imunizantes contra bronquiolite e dengue no SUS impulsionam índices de proteção em 2025

jornalggn.com.br/saude/brasil...","[uepp.bsky.social]: Excelente, mas queremos mais! Tem muitos pais negacionistas que não deixam os filhos serem vacinados na escola (e nem em lugar nenhum) e nada acontece!",197,64,at://did:plc:4z3zpztpn35miubx3exja4uh/app.bsky.feed.post/3mb2ziezcnc2o,dengue,Comum
2025-12-28 17:52:02.079000+00:00,usuario_anonimo_4432,"Tomei um negócio parecido na Bahia, Capeta, a pior ressaca da vida … parecia dengue 😂",[eaigurizada.bsky.social]: Só pelo nome já diz tudo kkkkkk | [lmsacra.bsky.social]: Eu tomei capeta em Porto Seguro tb. Ô negócio forte,2,0,at://did:plc:wlblurqohfcki5xj2rwule2m/app.bsky.feed.post/3mb2v6ejmcs2j,dengue,Comum
2025-12-28 16:28:30.380000+00:00,usuario_anonimo_1005,"O Ministério da Saúde, junto à Fiocruz,  desenvolve em várias cidades o Método Wolbachia, que tem trazido ótimos resultados. Aqui em Joinville, um ano depois do emprego desse método, houve uma significativa redução de casos de dengue nos bairros mais afetados.",,1,0,at://did:plc:pisjii2m6dtham3fynufnotc/app.bsky.feed.post/3mb2qiyyoz22s,dengue,Comum
2025-12-28 16:05:29.244000+00:00,usuario_anonimo_3935,"Avanço na cobertura de vacinação infantil em 2025: 1,2 milhão de vacinados e novas vacinas contra bronquiolite e dengue www.brasil247.com/brasil/avanc...",,0,0,at://did:plc:ygxcroejzo7k6xthrh2vwigf/app.bsky.feed.post/3mb2p7ttrf22j,dengue,Comum
2025-12-28 14:32:28.128000+00:00,usuario_anonimo_2106,Sim. Ideia que desejam passar é desinformação de que 700 mil pessoas morreu 2024 . Dengue matou mais que covid. O fato é que matou mais q covid em 2024 mas nao esse número de 700 mil.  700 mil foi período pandemia covid,,0,0,at://did:plc:yyrak5oqf5vnfmu5faba26rv/app.bsky.feed.post/3mb2jzjbzic2t,dengue,Comum
2025-12-28 14:28:26.658000+00:00,usuario_anonimo_3439,"Estratégia que levou imunização para dentro das escolas e incorporou vacinas contra bronquiolite e dengue garante conquista no SUS em 2025.
www.plantaobrasil.net/news.asp?nID...",[rosimere.bsky.social]: VIVA O SUS!  #LULA2026 | [josmart.bsky.social]: 13 neles | [profplinio.bsky.social]: SUS saúde pública do povo brasileiro líder mundial em vacinação! | [anistianuncamais.bsky.social]: Viva o SUS!!! | [rollavaleria.bsky.social]: Notícia excelente. Muitos pais trabalham longe e não acham tempo pra vacinar. Agora a vacina vai até a criança com autorização dos pais ❤️,124,46,at://did:plc:drxaidsahy6i5p3kpyz6b5hw/app.bsky.feed.post/3mb2jscyjbc2p,dengue,Comum
2025-12-28 14:20:30.698000+00:00,usuario_anonimo_2420,Eu comprei muito repelente em loja de EPI (era o exposis antes de virar modinha). Eram os únicos (por um tempo) que agiam contra o aedes e tínhamos muito receio da dengue hemorrágica. Depois eles encareceram o produto e passaram a vender em farmácia. Vale MUITO comprar como EPI!!,,2,0,at://did:plc:kwtlgjsz3ky22mkgvgdbsk2j/app.bsky.feed.post/3mb2je53fkk26,dengue,Comum
2025-12-28 13:41:07.842000+00:00,usuario_anonimo_2106,"Não é verdade 700 mil mortes.  Verdade é que tivemos mais morte por dengue em 2024 que
Mortes por covid.  Motivo o covid  tem vacinas  e a dengue em 2024 não tem. Foi aprovado agora em 2025 vacinas para dengue. Tendência e diminuir igual  covid. Ai falar  700 mil mortes em 2024 é fora do contexto.","[nazabispo.bsky.social]: Desculpe-me, mas ficou subtendido. Mesmo no site do MS não deixou claro essa amostra demográfica da doença em relação a óbitos. Existe um gráfico que mostra uma evolução em 2023, 2024. No entanto, o gráfico demonstra uma queda acentuada em 2025 sem comparação com o COVID. Tudo bem, era só uma dúvida",0,0,at://did:plc:yyrak5oqf5vnfmu5faba26rv/app.bsky.feed.post/3mb2h5porxs2u,dengue,Comum
2025-12-28 12:37:44.688000+00:00,usuario_anonimo_3076,"É verdade que tivemos mais de 700 mil mortes por dengue em 2024? Assim, simplesmente, e ninguém divulgou?","[josafaliberal2024.bsky.social]: Não é verdade 700 mil mortes.  Verdade é que tivemos mais morte por dengue em 2024 que
Mortes por covid.  Motivo o covid  tem vacinas  e a dengue em 2024 não tem. Foi aprovado agora em 2025 vacinas para dengue. Tendência e diminuir igual  covid. Ai falar  700 mil mortes em 2024 é fora do contexto.",0,0,at://did:plc:xshws4hyzrvzobhpfg7mstsm/app.bsky.feed.post/3mb2dmepogs25,dengue,Comum
2025-12-28 11:45:12+00:00,usuario_anonimo_3511,"Mesmo com queda, Grande ABC ainda registra 1.250 casos de dengue por mês – 28/12/2025

https://www.europesays.com/pt/205664/

O número de casos de dengue caiu 76% no Grande ABC em um ano. As sete cidades registraram…",,0,0,at://did:plc:lxpmp26fxtdcr4fxvhycenoh/app.bsky.feed.post/3mb2aoifla42o,dengue,Comum
2025-12-28 00:32:52.299000+00:00,usuario_anonimo_120,Maior revolução foi o mosquito da dengue que não transmite mais a dengue por causa de uma bactéria que foi inserido nele,,1,0,at://did:plc:bypj6gq7vq2kwndrlaz2bk6j/app.bsky.feed.post/3maz3475cck27,dengue,Comum
2025-12-27 22:45:24+00:00,usuario_anonimo_3511,"LANCE LIVRE 27-12-2025 – Diário de Suzano

https://www.europesays.com/pt/205151/

            Armadilhas  contra a dengue  A Secretaria de…",,0,0,at://did:plc:lxpmp26fxtdcr4fxvhycenoh/app.bsky.feed.post/3mayv435gzs2g,dengue,Comum
2025-12-27 19:54:12.038000+00:00,usuario_anonimo_2106,"Como Bolsonarista trabalha para ter desinformação.

Sim é verdade em 2024 teve mais morte de Dengue que Covid. Isso 2024 .

Porquê ?. O  Covid tem vacinas e da Dengue não. 

Mas graça o Governo Lula .

Lançou a vacina da Dengue. E teremos vacina evitando  mortes de dengue também.  Em breve.","[nazabispo.bsky.social]: É verdade que tivemos mais de 700 mil mortes por dengue em 2024? Assim, simplesmente, e ninguém divulgou?",15,2,at://did:plc:yyrak5oqf5vnfmu5faba26rv/app.bsky.feed.post/3mayljvjlr22u,dengue,Comum
2025-12-27 16:53:37.587000+00:00,usuario_anonimo_4259,"Dor no corpo todo. 
Pode ser apenas cansaço. 
Ontem andei muito no sol muito quente.

Ou como diz o Dr. Google:
Fibromialgia, dengue, zica, lúpus, gripe, chikungunya, má postura, artrite reumatoide, fadiga, depressão, deficiência de vitamina D...",,1,0,at://did:plc:irobcyfedvhw76wlp5dts5cn/app.bsky.feed.post/3maybgywats2d,dengue,Comum
2025-12-27 16:30:13+00:00,usuario_anonimo_3511,"igilância Sanitária de Bandeirantes Alerta para Cuidados Redobrados Contra a Dengue Com a chegada oficial do verão e o aumento das viagens de fim de ano – Rádio Cabiuna

https://www.europesays.com/pt/204749/

igilância Sanitária de Bandeirantes Alerta para Cuidados Redobrados Contra a Dengue Com …",,0,0,at://did:plc:lxpmp26fxtdcr4fxvhycenoh/app.bsky.feed.post/3maya57p7gj2h,dengue,Comum
2025-12-27 15:43:04.059000+00:00,usuario_anonimo_1318,nossa vi ontem mesmo esse ep do buraco de minhoca e peguei coqueluche dengue cancro duro cancro mole chikungunya nanismo e gigantismo,[culybox.bsky.social]: estimo melhoras e conforto espiritual querida amiga !!!,1,0,at://did:plc:4cfeizsldpaxjllcia2zgl5s/app.bsky.feed.post/3may5itja5s2u,dengue,Comum
2025-12-27 15:35:13.209000+00:00,usuario_anonimo_3732,Feliz ano novo! Fora Dengue!!!!,,1,0,at://did:plc:bmnecy3pnqgyworcffufdx7n/app.bsky.feed.post/3may52shyq22w,dengue,Comum
2025-12-27 15:26:03.994000+00:00,usuario_anonimo_2442,faz trezentos dias que eu tô doente que desgraça nem quando eu tive dengue eu fiquei ruim tanto tempo assim,,0,0,at://did:plc:f7izwismp7n7otxvl3dsaxlk/app.bsky.feed.post/3may4kgpbxc2s,dengue,Comum
2025-12-27 12:17:53.152000+00:00,usuario_anonimo_3720,"iclnoticias.com.br/dengue-deve-...
SP do TarPCCísio
Quando começam a distribuir a vacina de dose única?",,0,0,at://did:plc:ltg4cwf26xz3bc4vk4ej7lnd/app.bsky.feed.post/3maxrzww6zc2z,dengue,Comum
2025-12-27 12:16:38.093000+00:00,usuario_anonimo_2927,desde a dengue raríssimos momentos aconteceu isso,,2,0,at://did:plc:y6vliwle73klp62cwoklalm6/app.bsky.feed.post/3maxrxpdkac24,dengue,Comum
2025-12-27 11:55:21.662000+00:00,usuario_anonimo_1396,iclnoticias.com.br/dengue-deve-...,,0,0,at://did:plc:bnhhudt776zk5l2gxx6xbquz/app.bsky.feed.post/3maxqrnzwmc2c,dengue,Comum
2025-12-27 09:45:15+00:00,usuario_anonimo_3511,"Estudo mostra por que algumas pessoas pegam dengue e não têm sintomas

https://www.europesays.com/pt/204386/

Por Redação Rádio Pampa | 26 de dezembro de 2025 Nem toda infecção por dengue resulta em febre,…",,0,0,at://did:plc:lxpmp26fxtdcr4fxvhycenoh/app.bsky.feed.post/3maxjj3bpjp2i,dengue,Comum
2025-12-27 08:30:15+00:00,usuario_anonimo_3511,"Dengue deve atingir 1,8 milhão de brasileiros em 2026 com metade das infecções em SP

https://www.europesays.com/pt/204344/

Por Patrícia Pasquini (Folhapress) – O Brasil poderá chegar a 1,8 milhão de casos prováveis de dengue em…",,0,0,at://did:plc:lxpmp26fxtdcr4fxvhycenoh/app.bsky.feed.post/3maxfcxe2zy2j,dengue,Comum
2025-12-27 06:09:27.013000+00:00,usuario_anonimo_1138,"""Saúde vive ano histórico no SUS com vacinas, hospitais e mais acesso a especialistas"", afirma Arruda Bastos
Médico da Associação de Médicas e Médicos pela Democracia faz balanço de 2026 e destaca avanços como vacina da dengue, HPV e certificação contra o HIV 
#Resistencia2733Dias",[freezabr01.bsky.social]: bsky.app/profile/meme... | [goo60.bsky.social]: Os anti vac pró morte sofrem com a notícia. | [aldfg.bsky.social]: Maior revolução foi o mosquito da dengue que não transmite mais a dengue por causa de uma bactéria que foi inserido nele | [cibelebastos.bsky.social]: Falta apenas governos locais darem continuidade e prosseguimento.,244,80,at://did:plc:7xvo5igdq4wyk3mhu4fsubcx/app.bsky.feed.post/3max5h4udoc2r,dengue,Comum
2025-12-27 06:00:13+00:00,usuario_anonimo_3511,"Vai viajar? Cuidados contra a dengue em casa e no destino

https://www.europesays.com/pt/204266/

A temporada de verão acende o alerta para a necessidade de intensificar as medidas de combate à dengue.…",,0,0,at://did:plc:lxpmp26fxtdcr4fxvhycenoh/app.bsky.feed.post/3max4wp2cst2j,dengue,Comum
2025-12-27 04:18:18.681000+00:00,usuario_anonimo_3094,Nem dormi ainda e parece que tô com dengue meu deus que arrependimento,,12,0,at://did:plc:jn65s7pqww2xtmlq7fy63rvc/app.bsky.feed.post/3mawxafgxq225,dengue,Comum
2025-12-27 04:17:13.102000+00:00,usuario_anonimo_4271,a essa altura do campeonato eu acho q na vdd sou imune à dengue pq pqp a quantidade de mosquito q sempre me mordez minha cidade tá sempre em alerta de aumento de casos. tem q ser impossível algum aedes aegypti nunca ter me mordido,"[umkayqualquer.bsky.social]: não aguento mais, todo dia aparece mais mordida",0,0,at://did:plc:zfetcanbh5etxd6auocjcmjr/app.bsky.feed.post/3mawx6gvnqc2h,dengue,Comum
2025-12-27 02:52:22.320000+00:00,usuario_anonimo_1907,esse ano eu não escapo vou pegar dengue 4,,0,0,at://did:plc:vaskeay2qch6aclpfycomxxi/app.bsky.feed.post/3mawsgpxcws2k,dengue,Comum
2025-12-27 02:43:50+00:00,flipboardbr.flipboard.com.ap.brid.gy,"Primeiras doses de vacina contra a dengue são entregues ao Min. da Saúde
https://www.band.com.br/noticias/primeiras-doses-de-vacina-contra-a-dengue-sao-entregues-ao-min-da-saude-202512262208?utm_source=flipboard&utm_medium=activitypub 

Posted into Notícias @not-cias-FlipboardBR",,0,1,at://did:plc:zwxl6dnun52q3ywiao2ad3if/app.bsky.feed.post/3mawsbdanfcq2,dengue,Oficial/Verificado
2025-12-27 02:27:46.974000+00:00,usuario_anonimo_2180,"Abri a janela do quarto para amenizar o calor, só que entrou um batalhão de Aedis Egypcis. Melhor morrer de dengue que de calor.",,0,0,at://did:plc:k7uup2b7pqfxkrtkznnpjbhz/app.bsky.feed.post/3mawr2qxedk2u,dengue,Comum
2025-12-27 00:00:05.199661+00:00,g1-bot-rss.adilson.net.br,Instituto Butantan entrega primeiras doses de vacina contra a dengue ao Ministério da Saúde,,0,0,at://did:plc:kzkl2onyewbs7pehh2ellzcb/app.bsky.feed.post/3mawisqabdz2e,dengue,Oficial/Verificado
2025-12-26 20:34:50.302000+00:00,usuario_anonimo_712,"▶️ Estudo internacional aponta queda de 63% da dengue com uso da Wolbachia
A pesquisa analisou dados de 2024 e identificou queda de 63,2% na incidência da doença nas regiões onde a presença da Wolbachia alcançou níveis estáveis

#UltimasNoticias #CapitalNews

www.capitalnews.com.br/cotidiano/sa...",,0,0,at://did:plc:kmy3mkgugqzte2csn7n7n5sk/app.bsky.feed.post/3maw5dncmlk2b,dengue,Comum
2025-12-26 19:03:27.140000+00:00,usuario_anonimo_3804,expectativas pra 2026: não pegar dengue,[samarkito.bsky.social]: a gente vai ficando cada vez menos ambicioso,0,0,at://did:plc:niblbgbcedivqxo3u4rggxjx/app.bsky.feed.post/3mavyaa5s722k,dengue,Comum
2025-12-26 18:14:56.571000+00:00,usuario_anonimo_4184,"Tem um chá para dengue e chincocunha, filha de mamão junto com folga de manga. É um santo remédio.","[lajeunerusse.bsky.social]: Não sabia!
Mas aqui não é. Realmente sou repelente natural de insetos.",0,0,at://did:plc:m5iinmso3fl4p6hq2t57yxmp/app.bsky.feed.post/3mavvjigaok2j,dengue,Comum
2025-12-26 13:40:22+00:00,flipboardbr.flipboard.com.ap.brid.gy,"Brasil terá 1,8 milhão de casos de dengue em 2026, diz estudo
https://www.poder360.com.br/poder-saude/brasil-tera-18-milhao-de-casos-de-dengue-em-2026-diz-estudo/?utm_source=flipboard&utm_medium=activitypub 

Posted into Notícias @not-cias-FlipboardBR",,0,1,at://did:plc:zwxl6dnun52q3ywiao2ad3if/app.bsky.feed.post/3mavgao3xynj2,dengue,Oficial/Verificado
2025-12-26 12:50:27.046000+00:00,usuario_anonimo_3732,"A vacinação contra dengue vai começar em janeiro de 2026 com profissionais de saúde. Agora todos que precisam e que estão na facha etária 15-59 anos 
www.gov.br/saude/pt-br/....",[rollavaleria.bsky.social]: Essa iniciativa contou com um investimento significativo do BNDES para que todos os brasileiros com indicação possam se beneficiar,2,0,at://did:plc:bmnecy3pnqgyworcffufdx7n/app.bsky.feed.post/3mavdfatjnk2x,dengue,Comum
2025-12-26 12:45:23.787000+00:00,usuario_anonimo_623,"Tendo a patente da unica vacina dose única contra os quatro tipos de Dengue do mundo,  eu acho que no próximo governo, se ele realmente arregar do Flavinho desmaio.",,0,0,at://did:plc:qvb7gl2icmqdwv6dujtjbtrj/app.bsky.feed.post/3mavd47msbs2a,dengue,Comum
2025-12-26 06:30:10+00:00,usuario_anonimo_3511,"CCZ desdobra ações contra o “mosquito da dengue” e busca apoio da população | Campos

https://www.europesays.com/pt/202867/

No dia a dia, agentes do CCZ visitam residências orientando e eliminando possíveis focos de proliferação – Foto…",,0,0,at://did:plc:lxpmp26fxtdcr4fxvhycenoh/app.bsky.feed.post/3mauo5csxhx2h,dengue,Comum
2025-12-26 06:29:04.546000+00:00,usuario_anonimo_4544,sem dormir pq matei um mosquito no quarto e eu morro de medo de medo de pegar dengue,[zalimas.bsky.social]: de repente um metamedo 💭,0,0,at://did:plc:wyhnxmdfkimtn4v4bzczyp2z/app.bsky.feed.post/3mauo3cf2ak2c,dengue,Comum
2025-12-26 04:45:27+00:00,usuario_anonimo_3511,"Com a chegada do verão, Içara reforça alerta para prevenção da dengue – engeplus.com.br

https://www.europesays.com/pt/202795/

Com a chegada do verão, Içara reforça alerta para prevenção da dengue  engeplus.com.br CCZ desdobra ações contra o “mosquito…",,0,0,at://did:plc:lxpmp26fxtdcr4fxvhycenoh/app.bsky.feed.post/3mauic3cqem2g,dengue,Comum
2025-12-26 03:45:12.658000+00:00,usuario_anonimo_2343,"apareceram mosquitos por lá tbm, se não me engano, logo mais vai ter dengue e chikungunya em latitudes onde nunca houve antes","[lisasimpsompobre.bsky.social]: Mds 😰
Todas as distopias pós apocalípticas estão voltando à minha memória agora",1,0,at://did:plc:fob7z3occtrkzsm5pjjjs6hs/app.bsky.feed.post/3mauewbxn4k2o,dengue,Comum
2025-12-26 02:46:18.854000+00:00,usuario_anonimo_2378,Imagina pegar dengue perto do ano novo? To fora kkkk,,1,0,at://did:plc:54b3m2obc3ozlzmoif2b6i4g/app.bsky.feed.post/3maubmxuink23,dengue,Comum
2025-12-26 02:11:02.219000+00:00,usuario_anonimo_3126,falta de paciência é sinônimo de dengue?,[nika83.bsky.social]: sintoma** desgraça,0,0,at://did:plc:c26shyuavunvbmhrqroz2nql/app.bsky.feed.post/3mau7nvbxb22v,dengue,Comum
2025-12-26 01:18:08.034000+00:00,usuario_anonimo_3375,Dengue? 👀,,1,0,at://did:plc:ovomsd2zoyoh2a2gtmsz5woq/app.bsky.feed.post/3mau4pc5hbc2a,dengue,Comum
2025-12-25 20:44:16.528000+00:00,usuario_anonimo_334,"to vendo vários mosquitos da dengue nos últimos dias, to ficando paranoica ja com qualquer coisa que esteja voando perto de mim",,0,0,at://did:plc:wlt2rotwu7uztensilv5wnn6/app.bsky.feed.post/3matnfltpo22l,dengue,Comum
